holon-tierra_ng,hirokadoshita,en_grammar_advanced,20時間31分55秒
holon-tierra_ng,hirokadoshita,en_grammar_fundamental_plus,3時間23分59秒
holon-tierra_ng,hirokadoshita,en_grammar_fundamental,14時間58分44秒
sun07,ryo25,en_grammar_fundamental_plus,1時間9分44秒
sun07,ryo25,en_grammar_fundamental,6時間24分57秒
tie04,IzutaniShunsuke,math_1,16時間22分44秒
admin,yukayuka,en_grammar_fundamental_plus,0時間19分23秒
dia06,sgmtsht,math_a,12時間16分2秒
zkai,zkai0000003,math_b,12時間18分60秒
holon-tierra_u,FukumasaSeina,math_elementary,1時間56分47秒
updatetest,ut0125,math_1,0時間13分49秒
isa01,yuichiro3939,chemistry_basic,10時間22分24秒
pre11,kamiyoshihiromu,math_a,7時間52分2秒
mky03,Ikegayatakato,en_grammar_fundamental_plus,0時間48分15秒
was02,uchitatewa,en_grammar_fundamental_plus,3時間13分60秒
was02,uchitatewa,en_grammar_fundamental,15時間46分22秒
zup01,oishi_nonoko,math_elementary,0時間4分23秒
ipl01,Motokunsnow0810,math_elementary,0時間17分57秒
zup05,ishidanana,en_grammar_advanced,11時間46分1秒
zup05,ishidanana,en_grammar_fundamental_plus,1時間52分7秒
zup05,ishidanana,en_grammar_fundamental,5時間29分7秒
sho05,nishidate_raina_0901,en_grammar_fundamental,16時間39分53秒
dot00,aika,math_elementary,0時間1分15秒
isa01,yamadami,chemistry_basic,5時間46分20秒
dia03,oonorina,math_elementary,0時間24分22秒
holon-tierra_ng,nonakataiki,en_grammar_advanced,5時間14分26秒
holon-tierra_ng,nonakataiki,en_grammar_fundamental_plus,0時間18分59秒
holon-tierra_ng,nonakataiki,en_grammar_advanced_plus,5時間38分56秒
zup01,tachikawa_karin,en_grammar_fundamental_plus,2時間57分23秒
holon-tierra_ng,Sakaueshota,math_elementary,0時間11分56秒
hol21,maitanishingo,math_elementary,0時間21分26秒
zup04,uenagataiki,math_1,7時間20分24秒
dia01,HinaHarada,math_elementary,0時間12分20秒
kec03,kamiyamaryo,math_1,10時間38分25秒
ipl01,Motokunsnow0810,math_1,21時間23分8秒
meb04,sunada,en_grammar_fundamental_plus,6時間28分37秒
edic_t,edt11,en_grammar_fundamental_plus,0時間36分25秒
edic_t,edt11,en_grammar_fundamental,21時間20分16秒
ipl01,Motokunsnow0810,en_grammar_advanced,17時間26分36秒
